review_clean,sentiment_vader,sentiment_roberta,confidence_roberta,source_clean
"Pokhara has its pros and cons. On one hand, the natural beauty is stunning. On the other hand, the infrastructure can be lacking, and the roads are often congested.",Positif,Négatif,0.568,Synthétique (Groq)
"The local culture is rich and vibrant, but some vendors can be pushy 🙅‍♂️. Be prepared to haggle and bargain.",Positif,Neutre,0.5742,Synthétique (Groq)
"Never buy anything from vendors without asking the price, it can be a rip-off 💸. Stay smart and bargain.",Positif,Négatif,0.6509,Synthétique (Groq)
"I found the city life in Pokhara to be a bit disorganized, with traffic and construction everywhere 🚧. But the natural beauty makes up for it.",Positif,Négatif,0.4829,Synthétique (Groq)
"Be cautious of overpriced tea and snacks from lake-side vendors 🚫. Enjoy the scenery, but don't get taken advantage of.",Négatif,Neutre,0.4989,Synthétique (Groq)
"I was disappointed with the cleanliness of some areas in Pokhara, but the locals seem to be making an effort to improve it. The Himalayan views are still worth it 🏔️.",Positif,Neutre,0.4512,Synthétique (Groq)
"Had a mixed experience with paragliding in Pokhara. The views were breathtaking, but the instructors seemed rushed and the equipment could be better maintained.",Positif,Négatif,0.6036,Synthétique (Groq)
"I was disappointed with the boat prices on Phewa Lake. 500NPR for a short ride is steep, but the scenery is nice 🌊.",Positif,Négatif,0.7137,Synthétique (Groq)
"Unfortunately, the city life in Pokhara can be quite chaotic and polluted. The traffic is bad and the streets are dirty, but the natural beauty surrounding the city makes up for it.",Positif,Négatif,0.8749,Synthétique (Groq)
"Pokhara is a decent place to visit, but it's not my favorite 🤔. The lake is beautiful, but the surrounding area is quite touristy. I did enjoy the boating experience, though.",Positif,Négatif,0.5501,Synthétique (Groq)
"I'm extremely disappointed with the pollution in Pokhara 🚮. The lake and surrounding areas are filled with trash, it's really sad to see. I hope the authorities take some action to clean up the city and preserve its natural beauty.",Positif,Négatif,0.9308,Synthétique (Groq)
"I had a mixed experience in Pokhara, the lakeside was beautiful, but the rest of the city was a bit underwhelming. The local food was delicious, but the service was slow.",Positif,Négatif,0.7544,Synthétique (Groq)
"Boating on Phewa Lake was nice, but it got crowded quickly. I preferred the early morning rides when it was more peaceful 🌊.",Positif,Neutre,0.4539,Synthétique (Groq)
"Pokhara's a great spot for relaxation, but the Wi-Fi can be slow and unreliable, which was frustrating.",Neutre,Négatif,0.8175,Synthétique (Groq)
"Pokhara is a beautiful place, but the infrastructure needs improvement. The roads can be quite rough.",Positif,Négatif,0.6868,Synthétique (Groq)
"The city life in Pokhara is pretty laid-back, which I like. However, the streets can be quite dirty and chaotic at times.",Négatif,Neutre,0.5309,Synthétique (Groq)
"I was expecting more from Pokhara, but it's just an average tourist town. The views are nice, but that's about it.",Positif,Neutre,0.5191,Synthétique (Groq)
"I'm enjoying the local culture here, but I find the streets to be quite crowded and noisy. It's a mixed experience for me.",Négatif,Neutre,0.451,Synthétique (Groq)
"The boating on Phewa Lake was overpriced and not worth it, but the views of the surrounding hills were nice.",Positif,Négatif,0.5742,Synthétique (Groq)
"I found Pokhara to be a bit too touristy, the local culture was overshadowed by commercialization, but the natural beauty is still worth seeing 🏞️.",Positif,Neutre,0.4509,Synthétique (Groq)
"I visited Phewa Lake and it was okay, I guess. The views are nice, but it's pretty crowded and noisy. Not my favorite spot 🌊.",Positif,Négatif,0.5139,Synthétique (Groq)
I'm feeling a bit frustrated with the boating situation on Phewa Lake. The prices are too high and the boats are old. Needs improvement.,Neutre,Négatif,0.922,Synthétique (Groq)
"Pokhara is a great place to relax, but the city life can be a bit slow for my taste 🤔.",Positif,Neutre,0.3815,Synthétique (Groq)
The Himalayan views from Pokhara are just incredible 🏔️🌅. I spent hours just gazing at the mountains.,Neutre,Positif,0.9753,Synthétique (Groq)
"I found the streets of Pokhara to be quite crowded and noisy, especially at night. The traffic can be overwhelming, but the locals seem to navigate it with ease.",Positif,Négatif,0.4988,Synthétique (Groq)
"I'm not sure what to make of Pokhara's nightlife. Some bars and clubs seem to be geared towards tourists, while others appear to be more local hangouts. It's a mixed bag, but I did find some great live music spots 🎶.",Positif,Neutre,0.5658,Synthétique (Groq)
"Visiting Pokhara was a mixed experience for me. The paragliding was amazing, but the traffic in the city was chaotic.",Négatif,Positif,0.565,Synthétique (Groq)
I was expecting more from Pokhara's nightlife. It's pretty quiet and limited 🌃.,Positif,Négatif,0.5481,Synthétique (Groq)
"Exploring the city has been a mixed bag, some areas are beautiful, while others are quite dirty 🤔.",Positif,Négatif,0.5551,Synthétique (Groq)
"Phewa Lake is beautiful, but the surrounding area is too commercialized, feels like a tourist trap.",Positif,Négatif,0.5671,Synthétique (Groq)
"The local culture here is rich and vibrant, but sometimes it feels like it's being overshadowed by tourism, a bit disappointing.",Positif,Négatif,0.6415,Synthétique (Groq)
"I found the city life in Pokhara to be a bit slow, not much to do after sunset, neutral experience so far.",Neutre,Négatif,0.7771,Synthétique (Groq)
"Pokhara is overcrowded and noisy, which was a letdown. The natural beauty is still impressive, but it's not the relaxing getaway I expected.",Positif,Négatif,0.8584,Synthétique (Groq)
"I was really looking forward to trying paragliding in Pokhara, but the weather didn't cooperate. Maybe next time.",Neutre,Négatif,0.8657,Synthétique (Groq)
"Pokhara's local culture is fascinating, but I found the city life to be a bit chaotic. Needs more infrastructure.",Négatif,Neutre,0.4862,Synthétique (Groq)
"I was disappointed with the food options in Pokhara, not much variety. But the scenery is lovely.",Positif,Négatif,0.5954,Synthétique (Groq)
"The views of the Himalayas from Pokhara are incredible, but the city itself feels a bit disorganized.",Négatif,Positif,0.471,Synthétique (Groq)
"Had a mixed experience with paragliding - the views were stunning, but the safety briefings were rushed.",Positif,Négatif,0.4837,Synthétique (Groq)
"The local culture is rich and vibrant, but I found some areas of the city to be quite crowded and noisy.",Positif,Neutre,0.6369,Synthétique (Groq)
"Pokhara, you have my heart 🌟💖! The views of the Himalayas from the lake are simply spectacular.",Neutre,Positif,0.986,Synthétique (Groq)
"I visited Pokhara during a Nepali holiday, and the crowd was too much to handle, making it hard to enjoy the city.",Positif,Négatif,0.7959,Synthétique (Groq)
"I was looking forward to trying paragliding, but the prices were higher than expected, so I opted for a boat ride instead 🚣.",Neutre,Négatif,0.637,Synthétique (Groq)
"I was disappointed with the crowds in Pokhara, it made it hard to enjoy the lake views. Boating was still fun though.",Positif,Négatif,0.8169,Synthétique (Groq)
"I'm neutral about Pokhara, it's a nice city but not much to do at night. The lake is pretty, but gets crowded during the day.",Positif,Négatif,0.6334,Synthétique (Groq)
"I was disappointed with the city life in Pokhara, it's not as developed as I expected. However, the natural beauty is undeniable.",Positif,Négatif,0.6459,Synthétique (Groq)
"I found Pokhara to be a bit overhyped. The lake is nice, but the surrounding area is quite touristy and commercialized.",Positif,Neutre,0.4698,Synthétique (Groq)
"The traffic in Pokhara is chaotic, and the city can be quite noisy. However, the nearby temples and cultural sites are definitely worth a visit.",Négatif,Positif,0.5005,Synthétique (Groq)
I was expecting more from the city life in Pokhara. It's a bit too laid-back for my taste.,Neutre,Négatif,0.7193,Synthétique (Groq)
"I had high hopes for Pokhara, but the boating on Phewa Lake was overpriced and underwhelming.",Positif,Négatif,0.8726,Synthétique (Groq)
"The paragliding in Pokhara was a highlight of my trip, but the rest of the city felt a bit dull and unremarkable.",Négatif,Positif,0.4554,Synthétique (Groq)
"The local culture in Pokhara is fascinating, but I found the streets to be quite crowded and noisy at times.",Négatif,Positif,0.5164,Synthétique (Groq)
"The traffic in Pokhara can be frustrating, but the scenery makes up for it. I just wish there were more pedestrian-friendly areas.",Positif,Négatif,0.4983,Synthétique (Groq)
"Unfortunately, I found Pokhara to be overpriced and touristy. The beauty of the lake and mountains is overshadowed by aggressive vendors and crowded streets.",Positif,Négatif,0.8692,Synthétique (Groq)
"I had a neutral experience in Pokhara. The Himalayan views were nice, but the paragliding experience was overpriced.",Positif,Négatif,0.4809,Synthétique (Groq)
"The Himalayan views from Pokhara are incredible, but the paragliding experience was overpriced and too short.",Neutre,Négatif,0.3386,Synthétique (Groq)
"I loved the food in Pokhara, it's a mix of traditional and modern cuisine 🍴. The city has a great vibe, but the traffic can be chaotic at times.",Négatif,Positif,0.9713,Synthétique (Groq)
"The lake and mountain views in Pokhara are stunning, but the city lacks a good parking system, it's frustrating 🚗.",Positif,Négatif,0.8307,Synthétique (Groq)
"As a tourist, I found Pokhara's local culture fascinating, but the paragliding experience was overpriced and didn't quite live up to my expectations.",Positif,Négatif,0.3901,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by poor service and overcrowding. The natural beauty is undeniable, but it's not enough to make up for the drawbacks.",Positif,Négatif,0.9163,Synthétique (Groq)
I'm so disappointed with the pollution in Pokhara. It's ruining the natural beauty of the place.,Positif,Négatif,0.9399,Synthétique (Groq)
"Pokhara is a nice place to visit, but it's getting too commercialized. The lake is still beautiful, but the surrounding area is crowded and noisy.",Positif,Négatif,0.7042,Synthétique (Groq)
I was disappointed with the boating experience on Phewa Lake. The boats were old and the service was slow. But the views of the surrounding mountains were still nice 🌊.,Positif,Négatif,0.783,Synthétique (Groq)
"I'm not impressed with the food options in Pokhara. The restaurants serve the same old dishes, and the quality is not great. But the scenery is still beautiful 🏔️.",Positif,Négatif,0.8499,Synthétique (Groq)
"I was disappointed with the condition of the roads and infrastructure in Pokhara. It's a shame, because the natural beauty is stunning.",Positif,Négatif,0.8973,Synthétique (Groq)
"I'm a bit disappointed with the local culture, it's not as vibrant as I expected. But the food is delicious 😋.",Positif,Négatif,0.6709,Synthétique (Groq)
"I found the boating experience on Phewa Lake to be overhyped and overpriced. The views were nice, but not worth the hassle.",Neutre,Négatif,0.8271,Synthétique (Groq)
"The mornings in Pokhara are lovely, but the evenings are too noisy for my taste. It's a mixed bag.",Positif,Négatif,0.6376,Synthétique (Groq)
"Unfortunately, I found Pokhara to be too commercialized, the natural beauty is overshadowed by touristy shops and restaurants.",Positif,Négatif,0.8293,Synthétique (Groq)
"I found the local culture in Pokhara to be quite fascinating, but the city can be a bit dirty and disorganized at times.",Négatif,Positif,0.6498,Synthétique (Groq)
"I had mixed feelings about Pokhara, the natural beauty is stunning, but the city itself is quite crowded and noisy.",Positif,Négatif,0.7193,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by the crowds and noise. The city lacks a certain charm, but the Himalayan views are still impressive.",Positif,Négatif,0.6336,Synthétique (Groq)
"I had an amazing time exploring Pokhara's streets and trying local tea 🍵. The city has a unique energy, but it's not for everyone - it's a bit chaotic.",Négatif,Positif,0.957,Synthétique (Groq)
"Pokhara is a great base for outdoor activities like paragliding and hiking, but the city itself feels a bit dull. I wish there were more cultural events and activities to enjoy 🏔️.",Positif,Neutre,0.3944,Synthétique (Groq)
"I was really looking forward to visiting Pokhara, but the traffic and pollution were a bit of a letdown. The Himalayan views are still worth it, though.",Positif,Négatif,0.5708,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by overpriced tourist activities and aggressive touts. The natural beauty is still there, but it's hard to enjoy with all the hassle.",Positif,Négatif,0.9025,Synthétique (Groq)
Paragliding over Pokhara was an unforgettable experience 🎉! The scenery is just incredible 🌄.,Neutre,Positif,0.9909,Synthétique (Groq)
"The food in Pokhara is a mixed bag - some great local dishes, but also a lot of mediocre tourist-oriented options.",Positif,Négatif,0.7851,Synthétique (Groq)
I was disappointed with the condition of some roads and infrastructure. Needs improvement.,Neutre,Négatif,0.8824,Synthétique (Groq)
"I found Pokhara to be overcrowded and noisy. The lake was beautiful, but not worth the hassle of getting there 😐.",Neutre,Négatif,0.9015,Synthétique (Groq)
"Pokhara's a nice place to relax, but the infrastructure could be improved. The roads are rough and internet is slow.",Positif,Négatif,0.8266,Synthétique (Groq)
"I was disappointed with the paragliding experience - too commercialized and pricey. Still, the views were breathtaking 🏔️.",Neutre,Négatif,0.5908,Synthétique (Groq)
"Pokhara's a great spot for outdoor activities, but the infrastructure could be improved. Roads are quite bumpy.",Positif,Négatif,0.502,Synthétique (Groq)
"Pokhara is a mixed bag for me. The paragliding was amazing, but the traffic in the city can be frustrating. Overall, it's a decent destination.",Négatif,Positif,0.7439,Synthétique (Groq)
"Nice city, but the traffic can be a bit frustrating. Local culture is interesting, but I expected more.",Positif,Négatif,0.4392,Synthétique (Groq)
"I'm having a mixed experience in Pokhara. The lake is beautiful, but the city can be quite crowded and noisy.",Neutre,Négatif,0.6309,Synthétique (Groq)
"I'm disappointed with the pollution in Phewa Lake. It's still a beautiful spot, but it could be better taken care of.",Positif,Négatif,0.9021,Synthétique (Groq)
"Pokhara is a beautiful place, but the paragliding experience was a bit disappointing. The instructors were great, but the equipment seemed old.",Positif,Négatif,0.8025,Synthétique (Groq)
"The city life in Pokhara is pretty laid-back, which is nice. However, the roads can be quite dusty and polluted. Needs some improvement.",Positif,Négatif,0.4889,Synthétique (Groq)
"The traffic in Pokhara is chaotic, and the streets are narrow. It's frustrating to get around, but the scenery is beautiful, so it's a trade-off, I guess.",Positif,Négatif,0.7618,Synthétique (Groq)
"I was looking forward to trying local cuisine, but the options seemed limited and overpriced. The lake views were nice, though.",Positif,Neutre,0.4055,Synthétique (Groq)
"I'm not impressed with the city's infrastructure. The roads are rough, and the traffic can be chaotic 🚗. But the natural beauty of Pokhara makes up for it.",Positif,Négatif,0.8915,Synthétique (Groq)
"I was looking forward to experiencing the local culture in Pokhara, but unfortunately, it felt a bit commercialized. Still, the people were friendly and welcoming.",Positif,Neutre,0.4094,Synthétique (Groq)
"Pokhara is a mixed bag, the scenery is beautiful but the infrastructure is lacking. I had to walk a long way to find a decent coffee shop.",Positif,Négatif,0.9029,Synthétique (Groq)
"Pokhara is a mixed bag for me. The Himalayan views are stunning, but the city can be quite crowded and noisy. I'm still exploring and trying to find its charm.",Positif,Neutre,0.4984,Synthétique (Groq)
"Pokhara is a decent destination, but it's not without its drawbacks. The internet connectivity can be slow and the food options are limited in some areas. Still, the natural beauty of the place makes up for it 😐.",Positif,Négatif,0.7597,Synthétique (Groq)
"Pokhara is a mixed bag for me. The lake is beautiful, but the city can be chaotic. I'm still exploring and trying to find its charm.",Positif,Neutre,0.4509,Synthétique (Groq)
"I was disappointed with the paragliding experience in Pokhara. The views were amazing, but the safety briefings were lacking.",Positif,Négatif,0.8912,Synthétique (Groq)
"Pokhara's local culture is fascinating, but I found the streets around Lakeside to be quite crowded and noisy.",Négatif,Positif,0.605,Synthétique (Groq)
"I was looking forward to boating on Phewa Lake, but the experience was marred by loud tourist boats and litter 🌊.",Neutre,Négatif,0.8155,Synthétique (Groq)
"While Pokhara has its charm, I found the city's infrastructure to be somewhat lacking, with poorly maintained roads and limited amenities.",Positif,Négatif,0.8337,Synthétique (Groq)
"I'm so frustrated with the traffic in Pokhara, it's chaotic. But the local culture is rich and interesting.",Positif,Négatif,0.7397,Synthétique (Groq)
"I found Pokhara to be overpriced and touristy. The lake is beautiful, but the surrounding area is crowded and noisy.",Positif,Négatif,0.7458,Synthétique (Groq)
"Pokhara is a beautiful city, but the traffic can be a nuisance. The Phewa Lake is lovely, but it's not well-maintained in some areas.",Positif,Négatif,0.7787,Synthétique (Groq)
"I found the local culture in Pokhara to be fascinating, but sometimes the streets can be a bit dirty.",Négatif,Positif,0.7154,Synthétique (Groq)
"I had a mixed experience with the food in Pokhara, some dishes were delicious, while others were just okay 🤔.",Positif,Neutre,0.5131,Synthétique (Groq)
"I had mixed feelings about paragliding, the views were stunning but the safety briefings were a bit lacking.",Positif,Négatif,0.6329,Synthétique (Groq)
"Pokhara's city life is a mix of traditional and modern. I enjoyed shopping and eating at the local restaurants, but the traffic can be chaotic at times.",Négatif,Positif,0.5475,Synthétique (Groq)
"Pokhara's infrastructure is still developing, and it shows. The roads can be rough, and the internet connectivity is slow, but the scenery makes up for it.",Neutre,Positif,0.8362,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by the loud construction noise and crowds. I was looking forward to a peaceful retreat, but it didn't happen.",Positif,Négatif,0.9175,Synthétique (Groq)
"I was really looking forward to visiting Pokhara, but the city life was a bit of a letdown. Too much traffic and noise.",Neutre,Négatif,0.8573,Synthétique (Groq)
"Pokhara has its charm, but the infrastructure needs improvement. The roads can be quite dusty and crowded 🚗.",Positif,Négatif,0.6986,Synthétique (Groq)
"I was disappointed with the limited dining options in some areas of the city. However, the local tea is fantastic 🍵.",Négatif,Positif,0.5892,Synthétique (Groq)
"Unfortunately, I found the city to be overly touristy, with too much focus on commercialization. The natural beauty is still worth seeing, but be prepared for the crowds.",Positif,Négatif,0.6758,Synthétique (Groq)
"The city life in Pokhara is pretty laid-back, but the traffic can be frustrating at times.",Négatif,Neutre,0.4808,Synthétique (Groq)
"The Himalayan views from Pokhara are stunning, but the pollution in the city is a big turn-off 🌫️.",Positif,Négatif,0.7221,Synthétique (Groq)
"The local culture in Pokhara is rich and vibrant, but I found the streets to be quite crowded and noisy.",Positif,Neutre,0.6165,Synthétique (Groq)
"Pokhara is a mixed bag, the natural beauty is undeniable, but the city infrastructure is lacking. The roads are narrow and crowded.",Positif,Négatif,0.8726,Synthétique (Groq)
I found the paragliding experience here to be overpriced and not well-organized.,Neutre,Négatif,0.8884,Synthétique (Groq)
"I'm having a mixed experience with the city's infrastructure - the sidewalks are improved, but street vendors can be overwhelming at times.",Positif,Négatif,0.743,Synthétique (Groq)
"The traffic in Pokhara can be frustrating, but the scenery and outdoor activities make up for it.",Négatif,Neutre,0.4653,Synthétique (Groq)
"Visiting Pokhara was a mixed experience for me. The Phewa Lake is beautiful, but the crowd can be overwhelming at times.",Positif,Neutre,0.4553,Synthétique (Groq)
"The traffic in Pokhara can be frustrating, but the scenic views of the Himalayas make up for it, I guess 🏔️.",Négatif,Neutre,0.4672,Synthétique (Groq)
"I found Pokhara's infrastructure to be underdeveloped, with poor roads and limited amenities. However, the natural beauty of the area makes up for it.",Positif,Négatif,0.5026,Synthétique (Groq)
"As a tourist, I felt a bit frustrated with the touts and overpriced services in Pokhara. But, the friendly locals and beautiful scenery made up for it.",Positif,Négatif,0.5128,Synthétique (Groq)
"I was disappointed with the pollution in Phewa Lake, which took away from the overall experience. However, the surrounding Himalayan views were still impressive.",Positif,Négatif,0.6029,Synthétique (Groq)
"Pokhara is a famous destination, but I found the lakeside area to be overly crowded, even for domestic tourists like myself.",Positif,Neutre,0.5534,Synthétique (Groq)
"I had mixed feelings about boating on Phewa Lake - the scenery was beautiful, but the boat ride was a bit pricey and short.",Positif,Négatif,0.5527,Synthétique (Groq)
"While Pokhara has its charm, I found the city's infrastructure to be underdeveloped, making it difficult to get around without a guide.",Positif,Négatif,0.6649,Synthétique (Groq)
"Pokhara's city life is a mix of calm and chaos. I enjoyed the local markets, but the traffic can be overwhelming at times.",Positif,Neutre,0.4521,Synthétique (Groq)
"I had a mixed experience with the food in Pokhara. Some dishes were delicious, while others were bland and overpriced.",Positif,Négatif,0.496,Synthétique (Groq)
"Visited Pokhara during a Nepali holiday, the crowd was overwhelming, couldn't enjoy the lakeside as much as I wanted.",Neutre,Négatif,0.8585,Synthétique (Groq)
"Walking around Pokhara was nice, but some areas felt a bit dirty and neglected. The lake was beautiful though 🌊.",Négatif,Positif,0.8773,Synthétique (Groq)
Paragliding in Pokhara was an unforgettable experience 🎉! The views of the Himalayas were incredible 🏔️.,Neutre,Positif,0.9901,Synthétique (Groq)
"I was disappointed with the boating options on Phewa Lake - not many choices and quite pricey. The lake itself is beautiful, though.",Positif,Négatif,0.7442,Synthétique (Groq)
"Unfortunately, I found Pokhara to be too commercialized and noisy. The natural beauty is still there, but it's overshadowed by the crowds and traffic.",Positif,Négatif,0.8661,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by the chaotic traffic and pollution, which took away from the natural beauty of the place.",Positif,Négatif,0.8996,Synthétique (Groq)
"I was expecting more from Pokhara, but it's just a typical tourist town. The lake is nice, but it's not that different from others I've seen.",Positif,Neutre,0.5667,Synthétique (Groq)
"The traffic in Pokhara is chaotic, and the roads are poorly maintained. But, the scenery is beautiful, so I guess it's a trade-off.",Positif,Négatif,0.589,Synthétique (Groq)
"Pokhara's lakeside is beautiful, but the constant noise and crowds can be exhausting 🌊. Needs more quiet spots and areas to relax.",Positif,Négatif,0.3934,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by pollution and overcrowding, which took away from the natural beauty.",Positif,Négatif,0.9058,Synthétique (Groq)
"Pokhara is a mix of everything - beautiful Himalayan views, but also chaotic streets. I'm still trying to figure out the local culture 🤔.",Négatif,Neutre,0.5757,Synthétique (Groq)
"Pokhara is okay, I guess. The city life is pretty standard, and the Himalayan views are nice, but not life-changing 🤷.",Positif,Neutre,0.4987,Synthétique (Groq)
"I had high hopes for Pokhara, but the pollution and traffic were a letdown. The lake is still beautiful, but it's not as pristine as I expected 🌫.",Positif,Négatif,0.8874,Synthétique (Groq)
"Pokhara's infrastructure needs development, the roads are poorly maintained. However, the natural beauty of the place makes up for it.",Positif,Négatif,0.6198,Synthétique (Groq)
"I'm mixed about Pokhara, the boating on Phewa Lake was nice but the paragliding experience was too short 🤔.",Positif,Négatif,0.5978,Synthétique (Groq)
"The Himalayan views from Pokhara are stunning, but the air pollution from vehicles is a concern. Hopefully, the city will address this issue.",Positif,Négatif,0.4804,Synthétique (Groq)
"Pokhara is a mixed bag for me. The local culture is rich, but the city can be chaotic. I enjoyed the street food, but the traffic is a nightmare.",Positif,Négatif,0.8093,Synthétique (Groq)
"The food in Pokhara is delicious, but I found the streets to be a bit dirty and crowded, could be improved.",Positif,Négatif,0.501,Synthétique (Groq)
"I was disappointed with the city's infrastructure, it's not well-planned. But the natural beauty is stunning.",Positif,Négatif,0.7267,Synthétique (Groq)
"I've been to Pokhara twice, and while it's a great place to relax, the crowds are getting bigger 🌊. I'm not sure if it's still worth visiting.",Positif,Négatif,0.6883,Synthétique (Groq)
"I found Pokhara to be a bit overpriced, especially when it comes to food and activities. But the natural beauty of the place makes up for it.",Positif,Neutre,0.4313,Synthétique (Groq)
"Pokhara is a nice place to visit, but it's not as clean as I expected. The lake is beautiful, but there's a lot of litter and pollution.",Positif,Négatif,0.8494,Synthétique (Groq)
"The city life in Pokhara can be frustrating, the traffic is bad. But the natural beauty of the place makes up for it, I guess.",Positif,Négatif,0.5845,Synthétique (Groq)
"The local culture in Pokhara is fascinating, but I found the streets to be quite crowded and noisy.",Négatif,Positif,0.6403,Synthétique (Groq)
"Pokhara is an okay city, nothing special. The lake is nice, but the surrounding areas are a bit dirty.",Négatif,Neutre,0.4035,Synthétique (Groq)
"I was disappointed with the boating options on Phewa Lake, mostly just pedal boats 🚣. The scenery is beautiful, but I expected more.",Positif,Négatif,0.8322,Synthétique (Groq)
"The Himalayan views from Pokhara are incredible, but the city itself is quite touristy 🏔️. I preferred the quieter areas outside the city center.",Neutre,Positif,0.8417,Synthétique (Groq)
"I had a mixed experience in Pokhara, the scenery is beautiful, but the roads are poorly maintained 🚧. The food is delicious, though.",Positif,Négatif,0.4579,Synthétique (Groq)
"The views of the Himalayas from Pokhara are incredible, I felt so close to nature 🏔️💚.",Neutre,Positif,0.9816,Synthétique (Groq)
"I found Pokhara to be a bit too touristy, it loses some of its local charm. Still, the natural beauty is undeniable.",Positif,Neutre,0.4334,Synthétique (Groq)
"I found the local culture in Pokhara to be fascinating, but the streets can be quite crowded and dirty at times.",Négatif,Positif,0.6151,Synthétique (Groq)
"The Himalayan views from Pokhara are breathtaking, but the weather can be unpredictable. Be prepared for sudden rain showers ⛅️.",Positif,Neutre,0.5947,Synthétique (Groq)
"I had mixed feelings about Pokhara, the lake is beautiful, but the city can be quite crowded.",Positif,Négatif,0.5873,Synthétique (Groq)
"I was looking forward to a peaceful lakeside experience, but it was crowded and noisy 😐.",Neutre,Négatif,0.879,Synthétique (Groq)
"The Himalayan views from Pokhara are stunning, but the city itself feels a bit disorganized.",Négatif,Neutre,0.5552,Synthétique (Groq)
"The city can get quite crowded, but the scenery makes up for it 🏞️.",Neutre,Positif,0.7494,Synthétique (Groq)
"The Annapurna range views from Phewa Lake are incredible, especially during sunrise 🌅.",Neutre,Positif,0.9796,Synthétique (Groq)
"The boating on Phewa Lake was nice, but the noise from the boats disrupted the peaceful atmosphere 🚣.",Positif,Négatif,0.6138,Synthétique (Groq)
"I had mixed feelings about Pokhara - the scenery is stunning, but the streets can be chaotic. The paragliding was exhilarating, though 🎈.",Neutre,Positif,0.6767,Synthétique (Groq)
"Pokhara is okay, I mean it's a nice place to relax, but it's not as exciting as I thought it would be.",Neutre,Négatif,0.4398,Synthétique (Groq)
"Just tried paragliding over Phewa Lake, what an adrenaline rush 🎉! The views of the Himalayas were incredible 🏔️.",Neutre,Positif,0.9899,Synthétique (Groq)
"I found the local culture here fascinating, but some areas of the city are quite dirty and need attention.",Négatif,Neutre,0.3957,Synthétique (Groq)
"Pokhara at night is pure magic, with all the fairy lights and reflections on Phewa Lake 🌃🏞️.",Neutre,Positif,0.9617,Synthétique (Groq)
"Unfortunately, my visit to Pokhara was marred by the crowds and noise pollution, which took away from the natural beauty of the place.",Positif,Négatif,0.8773,Synthétique (Groq)
